baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_name.84	gene_type.84	chr.84	start.84	stop.84	loc.84	Gene	gene_type.107	chr	start	stop.107	loc.107	gene_id.107
TUBGCP6	6384.57396752468	-0.0363011275545103	0.17726362358002	-0.204786107952506	0.83773924124544	0.945350864689245	ENSG00000128159	TUBGCP6	protein_coding	chr22	50217689	50244992	chr22:50217689	TUBGCP6	protein_coding	chr22	50217689	50245023	chr22:50217689	ENSG00000128159
TUFM	3383.94198163552	-0.0535257500224248	0.235788929024998	-0.227007053485323	0.820418257453058	0.93887734230107	ENSG00000178952	TUFM	protein_coding	chr16	28842411	28846408	chr16:28842411	TUFM	protein_coding	chr16	28842411	28846348	chr16:28842411	ENSG00000178952
TUFT1	220.995251594581	0.239164131596146	0.147933546979022	1.61669977148632	0.10594310328046	0.41134925041601	ENSG00000143367	TUFT1	protein_coding	chr1	151540305	151583583	chr1:151540305	TUFT1	protein_coding	chr1	151540305	151583583	chr1:151540305	ENSG00000143367
TUG1	7895.91997426794	0.0862973694140988	0.153279817826489	0.563005427836472	0.573431187895777	0.832131869079676	ENSG00000253352	TUG1	antisense	chr22	30970677	30979395	chr22:30970677	TUG1	protein_coding	chr22	30969245	30979395	chr22:30969245	ENSG00000253352
TULP3	340.334358494802	-0.0704788550937521	0.113690984428363	-0.619915954181582	0.535313121450371	0.810814137750845	ENSG00000078246	TULP3	protein_coding	chr12	2877223	2941140	chr12:2877223	TULP3	protein_coding	chr12	2877223	2941138	chr12:2877223	ENSG00000078246
TULP4	1655.03515388721	0.0354628438047387	0.0984923777169386	0.360056733594724	0.718804707411803	0.898558593598002	ENSG00000130338	TULP4	protein_coding	chr6	158232236	158511828	chr6:158232236	TULP4	protein_coding	chr6	158232236	158511828	chr6:158232236	ENSG00000130338
TUNAR	143.039424865266	0.0931868850399882	0.137954639884977	0.67548931386204	0.499364938375756	0.789818375917927	ENSG00000250366	TUNAR	lincRNA	chr14	95876392	95925571	chr14:95876392	TUNAR	protein_coding	chr14	95866587	95925663	chr14:95866587	ENSG00000250366
TUSC2	508.503363590623	-0.225832242616937	0.207969640246394	-1.08589043261017	0.277527470237996	0.624511585531054	ENSG00000114383	TUSC2	protein_coding	chr3	50320027	50328251	chr3:50320027	TUSC2	protein_coding	chr3	50320027	50328251	chr3:50320027	ENSG00000114383
TUT1	757.772675678622	-0.0605042404232838	0.218891191621287	-0.276412403693086	0.782231330931312	0.924865232974154	ENSG00000149016	TUT1	protein_coding	chr11	62575045	62592177	chr11:62575045	TUT1	protein_coding	chr11	62575045	62591637	chr11:62575045	ENSG00000149016
TVP23A	197.743621647248	0.15852941589089	0.131155154999166	1.2087166218659	0.226771733571487	0.574493189062864	ENSG00000166676	TVP23A	protein_coding	chr16	10760919	10818794	chr16:10760919	TVP23A	protein_coding	chr16	10760919	10818794	chr16:10760919	ENSG00000166676
TVP23B	437.226521559779	0.0291933223225311	0.159502044518105	0.18302788789154	0.854776136840267	0.951796674020443	ENSG00000171928	TVP23B	protein_coding	chr17	18780995	18806714	chr17:18780995	TVP23B	protein_coding	chr17	18781111	18806714	chr17:18781111	ENSG00000171928
TVP23C	349.842362213291	0.213123255083207	0.142798793492029	1.49247237929293	0.135575352873919	0.458286512712723	ENSG00000175106	TVP23C	protein_coding	chr17	15502264	15563595	chr17:15502264	TVP23C	protein_coding	chr17	15502264	15563595	chr17:15502264	ENSG00000175106
TVP23C-CDRT4	118.670138805846	-0.348445045261115	0.352874073222189	-0.987448701116997	0.323422719511494	0.666892359651643	ENSG00000259024	TVP23C-CDRT4	protein_coding	chr17	15436021	15563561	chr17:15436021	TVP23C-CDRT4	protein_coding	chr17	15436021	15563561	chr17:15436021	ENSG00000259024
TWF1	1210.42163163603	0.444131069447995	0.17262394951861	2.57282416887418	0.0100872440492419	0.129968602920868	ENSG00000151239	TWF1	protein_coding	chr12	43793723	43806375	chr12:43793723	TWF1	protein_coding	chr12	43793723	43806328	chr12:43793723	ENSG00000151239
TWF2	1314.47578676474	-0.409056315095238	0.265099353929138	-1.54303022256546	0.122823443175683	0.438140575670831	ENSG00000247596	TWF2	protein_coding	chr3	52228610	52239260	chr3:52228610	TWF2	protein_coding	chr3	52228612	52246788	chr3:52228612	ENSG00000247596
TWSG1	166.325336088677	0.195350648565938	0.14324932118731	1.36371081514935	0.172658598841735	0.509941983887286	ENSG00000128791	TWSG1	protein_coding	chr18	9334767	9402420	chr18:9334767	TWSG1	protein_coding	chr18	9334767	9402420	chr18:9334767	ENSG00000128791
TXK	3838.59311382834	0.31967881087317	0.192787125790379	1.65819584457503	0.0972779432580861	0.397102119965462	ENSG00000074966	TXK	protein_coding	chr4	48066393	48134256	chr4:48066393	TXK	protein_coding	chr4	48066393	48134250	chr4:48066393	ENSG00000074966
TXLNA	1652.65317523899	-0.589351145396513	0.159629537640984	-3.69199306159739	0.000222503536548298	0.0158834060891857	ENSG00000084652	TXLNA	protein_coding	chr1	32179686	32198285	chr1:32179686	TXLNA	protein_coding	chr1	32179675	32198285	chr1:32179675	ENSG00000084652
TXN	607.453126011722	-0.121560650445051	0.177409280737717	-0.685198936265161	0.493218395023486	0.786182110426141	ENSG00000136810	TXN	protein_coding	chr9	110243811	110256640	chr9:110243811	TXN	protein_coding	chr9	110243810	110256507	chr9:110243810	ENSG00000136810
TXN2	1256.34878281658	-0.134992738856216	0.228242556622834	-0.591444211165618	0.554222824945071	0.821204407300402	ENSG00000100348	TXN2	protein_coding	chr22	36467036	36482030	chr22:36467036	TXN2	protein_coding	chr22	36467046	36481640	chr22:36467046	ENSG00000100348
TXNDC11	2113.67532845061	0.304095088601993	0.146051054905528	2.08211497547001	0.0373319689820087	0.252689821245357	ENSG00000153066	TXNDC11	protein_coding	chr16	11679080	11742878	chr16:11679080	TXNDC11	protein_coding	chr16	11679083	11742857	chr16:11679083	ENSG00000153066
TXNDC12	1459.29614015332	-0.208837755379994	0.153455918510461	-1.36089736653434	0.173546125880105	0.511196837814097	ENSG00000117862	TXNDC12	protein_coding	chr1	52020131	52056171	chr1:52020131	TXNDC12	protein_coding	chr1	52020131	52055191	chr1:52020131	ENSG00000117862
TXNDC12-AS1	18.7946585980872	-0.0473811019789431	0.285968647019072	-0.165686352237709	0.868403786936298	0.95737512603127	ENSG00000228369	TXNDC12-AS1	antisense	chr1	52050918	52052683	chr1:52050918	TXNDC12-AS1	lncRNA	chr1	52050918	52052683	chr1:52050918	ENSG00000228369
TXNDC15	703.602882329257	-0.140006580781418	0.116905646821201	-1.1976032346457	0.231071516250748	0.578969394367128	ENSG00000113621	TXNDC15	protein_coding	chr5	134873803	134901525	chr5:134873803	TXNDC15	protein_coding	chr5	134874371	134901635	chr5:134874371	ENSG00000113621
TXNDC16	452.068619451409	0.540899549728478	0.182468658337557	2.96434223091532	0.00303330738299625	0.0685676321897409	ENSG00000087301	TXNDC16	protein_coding	chr14	52430590	52552522	chr14:52430590	TXNDC16	protein_coding	chr14	52430596	52552522	chr14:52430596	ENSG00000087301
TXNDC17	165.103818316184	-0.180551114564832	0.179012946690174	-1.00859249514126	0.313170108027916	0.657897601070124	ENSG00000129235	TXNDC17	protein_coding	chr17	6640758	6644541	chr17:6640758	TXNDC17	protein_coding	chr17	6640985	6644541	chr17:6640985	ENSG00000129235
TXNDC5	716.867631478887	-0.0250256031124715	0.283703869593123	-0.0882102988174332	0.929709531954733	0.977884226800883	ENSG00000239264	TXNDC5	protein_coding	chr6	7881517	7910814	chr6:7881517	TXNDC5	protein_coding	chr6	7881517	7910788	chr6:7881517	ENSG00000239264
TXNDC9	299.323194760593	-0.327846308456589	0.172714122258331	-1.898202093551	0.0576694651488036	0.311619843105281	ENSG00000115514	TXNDC9	protein_coding	chr2	99318982	99340702	chr2:99318982	TXNDC9	protein_coding	chr2	99318982	99340702	chr2:99318982	ENSG00000115514
TXNIP	169625.852514379	0.261807849222891	0.212506566613257	1.23199886664847	0.217949507484198	0.564891207710798	ENSG00000265972	TXNIP	protein_coding	chr1	145992435	145996600	chr1:145992435	TXNIP	protein_coding	chr1	145992435	145996579	chr1:145992435	ENSG00000265972
TXNL1	1313.93630512509	0.00487423446888613	0.144243265683405	0.0337917645291285	0.973043203150444	0.991589483564579	ENSG00000091164	TXNL1	protein_coding	chr18	56597208	56651600	chr18:56597208	TXNL1	protein_coding	chr18	56597209	56651600	chr18:56597209	ENSG00000091164
TXNL4A	1267.54191900897	0.0474675578658599	0.194193361870912	0.244434502850893	0.806894322622332	0.933605271749613	ENSG00000141759	TXNL4A	protein_coding	chr18	79970811	80033949	chr18:79970811	TXNL4A	protein_coding	chr18	79970813	80033949	chr18:79970813	ENSG00000141759
TXNL4B	418.183991631543	0.0704088344063109	0.127369879686417	0.552790303167879	0.580407009205393	0.835600675568464	ENSG00000140830	TXNL4B	protein_coding	chr16	72044289	72094431	chr16:72044289	TXNL4B	protein_coding	chr16	72044289	72094431	chr16:72044289	ENSG00000140830
TXNRD1	965.530480505344	-0.477759910876814	0.142644752204125	-3.34929889459332	0.000810163455625112	0.0333373880988469	ENSG00000198431	TXNRD1	protein_coding	chr12	104215779	104350305	chr12:104215779	TXNRD1	protein_coding	chr12	104215779	104350307	chr12:104215779	ENSG00000198431
TXNRD2	691.296038233211	0.0208433828705829	0.148419523090148	0.14043558715603	0.888315841964092	0.964342720699541	ENSG00000184470	TXNRD2	protein_coding	chr22	19875517	19941992	chr22:19875517	TXNRD2	protein_coding	chr22	19875517	19941820	chr22:19875517	ENSG00000184470
TYK2	4559.2334139833	-0.169796113262161	0.155511682677686	-1.09185438893412	0.274897108360824	0.622067566813826	ENSG00000105397	TYK2	protein_coding	chr19	10350529	10380676	chr19:10350529	TYK2	protein_coding	chr19	10350533	10380608	chr19:10350533	ENSG00000105397
TYMP	421.845391079273	-0.530963395016782	0.28201170403002	-1.88277077663507	0.0597314390223633	0.315885784192444	ENSG00000025708	TYMP	protein_coding	chr22	50525752	50530056	chr22:50525752	TYMP	protein_coding	chr22	50525752	50530032	chr22:50525752	ENSG00000025708
TYMS	206.796482061986	-0.338078672398956	0.273221719223066	-1.23737846815516	0.215946608688395	0.562845987856097	ENSG00000176890	TYMS	protein_coding	chr18	657604	673578	chr18:657604	TYMS	protein_coding	chr18	657653	673578	chr18:657653	ENSG00000176890
TYROBP	124.492553593839	-1.05493874811429	0.364517593387205	-2.89406812524875	0.00380285644527953	0.0773878692578609	ENSG00000011600	TYROBP	protein_coding	chr19	35904401	35908295	chr19:35904401	TYROBP	protein_coding	chr19	35904401	35908295	chr19:35904401	ENSG00000011600
TYSND1	878.768131283097	-0.0113847008147699	0.169081174497092	-0.0673327521448325	0.946316803602256	0.982065903931013	ENSG00000156521	TYSND1	protein_coding	chr10	70137981	70146676	chr10:70137981	TYSND1	protein_coding	chr10	70137981	70146700	chr10:70137981	ENSG00000156521
TYW1	1030.33850436066	-0.0275899174030284	0.0646298678574261	-0.426891131262901	0.669458625486771	0.878506165837374	ENSG00000198874	TYW1	protein_coding	chr7	66995173	67239519	chr7:66995173	TYW1	protein_coding	chr7	66995173	67239514	chr7:66995173	ENSG00000198874
TYW1B	243.586622908353	0.0581505642580994	0.129500045272224	0.449038949259518	0.653403559744433	0.871287597418465	ENSG00000277149	TYW1B	protein_coding	chr7	72558744	72828198	chr7:72558744	TYW1B	protein_coding	chr7	72558744	72828200	chr7:72558744	ENSG00000277149
TYW3	688.480806795785	0.190965887878395	0.152232409465513	1.25443648004308	0.209683399993484	0.556785480374331	ENSG00000162623	TYW3	protein_coding	chr1	74733152	74766678	chr1:74733152	TYW3	protein_coding	chr1	74733152	74766678	chr1:74733152	ENSG00000162623
TYW5	564.800564980186	0.42270675797374	0.160118647560473	2.63995958255951	0.00829159150880052	0.116515802864836	ENSG00000162971	TYW5	protein_coding	chr2	199929975	199955736	chr2:199929975	TYW5	protein_coding	chr2	199928913	199955736	chr2:199928913	ENSG00000162971
U2AF1	1337.26315081654	0.430530558413353	0.14417442783495	2.98617837350618	0.00282487816518915	0.0663995688396826	ENSG00000160201	U2AF1	protein_coding	chr21	43092956	43107587	chr21:43092956	U2AF1	protein_coding	chr21	43092956	43107570	chr21:43092956	ENSG00000160201
U2AF1L4	613.612791534804	0.0579343988007309	0.202350136236809	0.286307683692047	0.774642473613542	0.92176786728051	ENSG00000161265	U2AF1L4	protein_coding	chr19	35742464	35745445	chr19:35742464	U2AF1L4	protein_coding	chr19	35742464	35745445	chr19:35742464	ENSG00000161265
U2AF2	5894.50307719619	-0.0888636449228	0.197922273100447	-0.448982540119177	0.653444251867244	0.871288208007307	ENSG00000063244	U2AF2	protein_coding	chr19	55654146	55674715	chr19:55654146	U2AF2	protein_coding	chr19	55654146	55674716	chr19:55654146	ENSG00000063244
U2SURP	5138.27230124708	0.265319016541951	0.15490484868083	1.71278703540533	0.0867517260995957	0.376610047253964	ENSG00000163714	U2SURP	protein_coding	chr3	142964497	143060546	chr3:142964497	U2SURP	protein_coding	chr3	142964497	143060725	chr3:142964497	ENSG00000163714
UAP1	442.615047066853	-0.00607571104863157	0.14695881179789	-0.0413429516359141	0.967022491869929	0.989433562973696	ENSG00000117143	UAP1	protein_coding	chr1	162561506	162599842	chr1:162561506	UAP1	protein_coding	chr1	162561722	162601240	chr1:162561722	ENSG00000117143
UAP1L1	335.478633593571	-0.172130796191942	0.177085934029564	-0.972018456097168	0.331041366950018	0.672153889622261	ENSG00000197355	UAP1L1	protein_coding	chr9	137077501	137084539	chr9:137077501	UAP1L1	protein_coding	chr9	137077517	137084539	chr9:137077517	ENSG00000197355
UBA2	2927.52515846516	-0.0790947506620766	0.123918336237306	-0.638281250892593	0.523290614583219	0.804500330062415	ENSG00000126261	UBA2	protein_coding	chr19	34428352	34471251	chr19:34428352	UBA2	protein_coding	chr19	34428352	34471251	chr19:34428352	ENSG00000126261
UBA3	1523.5337573233	-0.114110133125138	0.113655406280565	-1.00400092577603	0.315378167358928	0.659921784072681	ENSG00000144744	UBA3	protein_coding	chr3	69054730	69080408	chr3:69054730	UBA3	protein_coding	chr3	69054730	69080408	chr3:69054730	ENSG00000144744
UBA5	797.461007869593	-0.103868114233422	0.150979481933566	-0.687961787278657	0.491476845399956	0.785023699118189	ENSG00000081307	UBA5	protein_coding	chr3	132654446	132678097	chr3:132654446	UBA5	protein_coding	chr3	132654446	132679794	chr3:132654446	ENSG00000081307
UBA52	23019.008687163	0.119638973888787	0.278837807885396	0.429062955257344	0.667877410268403	0.877627924967505	ENSG00000221983	UBA52	protein_coding	chr19	18571730	18577550	chr19:18571730	UBA52	protein_coding	chr19	18571730	18577550	chr19:18571730	ENSG00000221983
UBA6	1668.17338956254	0.102010668925938	0.167631726381716	0.608540346912902	0.542829154876947	0.815088018418107	ENSG00000033178	UBA6	protein_coding	chr4	67612652	67701179	chr4:67612652	UBA6	protein_coding	chr4	67612652	67701155	chr4:67612652	ENSG00000033178
UBA7	5178.19178411533	-0.0883476576485822	0.159508617382273	-0.553873885301451	0.57966515848891	0.835544715961078	ENSG00000182179	UBA7	protein_coding	chr3	49805207	49813946	chr3:49805207	UBA7	protein_coding	chr3	49805209	49813953	chr3:49805209	ENSG00000182179
UBAC1	919.409133868639	0.00354046454024249	0.207398799764469	0.0170708053482623	0.986380129475212	0.995400218646995	ENSG00000130560	UBAC1	protein_coding	chr9	135932969	135961380	chr9:135932969	UBAC1	protein_coding	chr9	135932969	135961373	chr9:135932969	ENSG00000130560
UBAC2	2138.08419599421	0.060846838166454	0.16801763555942	0.362145544804642	0.717243270369865	0.89783862390919	ENSG00000134882	UBAC2	protein_coding	chr13	99200774	99386434	chr13:99200774	UBAC2	protein_coding	chr13	99200774	99386504	chr13:99200774	ENSG00000134882
UBALD1	302.06807364616	-0.229273278558659	0.231540286376233	-0.990209013502342	0.322071967825142	0.665934013231032	ENSG00000153443	UBALD1	protein_coding	chr16	4608883	4615027	chr16:4608883	UBALD1	protein_coding	chr16	4608883	4615027	chr16:4608883	ENSG00000153443
UBALD2	5199.50854972048	0.533802040026809	0.273890206905861	1.9489635867495	0.0512997734182286	0.293941899472667	ENSG00000185262	UBALD2	protein_coding	chr17	76265202	76271299	chr17:76265202	UBALD2	protein_coding	chr17	76265348	76271298	chr17:76265348	ENSG00000185262
UBAP1	1674.21735448221	-0.0245393241356617	0.146816938268376	-0.167142323120816	0.867258065347243	0.95705661823862	ENSG00000165006	UBAP1	protein_coding	chr9	34179005	34252523	chr9:34179005	UBAP1	protein_coding	chr9	34179005	34252523	chr9:34179005	ENSG00000165006
UBAP1L	156.094953182734	0.0307500096000812	0.120829538891288	0.254490829661673	0.79911638780922	0.930861466479936	ENSG00000246922	UBAP1L	protein_coding	chr15	65092770	65115197	chr15:65092770	UBAP1L	protein_coding	chr15	65092760	65115200	chr15:65092760	ENSG00000246922
UBAP2	1505.40890705988	-0.0667487994269153	0.0799081282565416	-0.835319270808361	0.40353796997348	0.728010194859123	ENSG00000137073	UBAP2	protein_coding	chr9	33921693	34048949	chr9:33921693	UBAP2	protein_coding	chr9	33921693	34049388	chr9:33921693	ENSG00000137073
UBAP2L	5672.32686529388	0.0944269030134816	0.0760173576174877	1.24217555007146	0.214171798563931	0.560816928513803	ENSG00000143569	UBAP2L	protein_coding	chr1	154220179	154271510	chr1:154220179	UBAP2L	protein_coding	chr1	154220179	154271510	chr1:154220179	ENSG00000143569
UBASH3A	2910.54469179032	-0.026494448771168	0.232390035565188	-0.11400854045541	0.909231023286111	0.971389812265239	ENSG00000160185	UBASH3A	protein_coding	chr21	42403447	42447681	chr21:42403447	UBASH3A	protein_coding	chr21	42403447	42447684	chr21:42403447	ENSG00000160185
UBASH3B	1962.46075328424	0.354027913311799	0.130387189927875	2.71520471840549	0.00662348128043003	0.103425856692653	ENSG00000154127	UBASH3B	protein_coding	chr11	122655675	122814473	chr11:122655675	UBASH3B	protein_coding	chr11	122655722	122814473	chr11:122655722	ENSG00000154127
UBB	11917.5027957641	0.0836994472545643	0.260860182067704	0.320859422051775	0.748316925825771	0.911614963786199	ENSG00000170315	UBB	protein_coding	chr17	16380798	16382745	chr17:16380798	UBB	protein_coding	chr17	16380798	16382745	chr17:16380798	ENSG00000170315
UBC	47815.2508060768	0.0849249778623353	0.209146868728229	0.406054264062108	0.684702729710193	0.884087271953008	ENSG00000150991	UBC	protein_coding	chr12	124911604	124917368	chr12:124911604	UBC	protein_coding	chr12	124911604	124917368	chr12:124911604	ENSG00000150991
UBE2B	1576.57383300927	0.337747705099284	0.105556934557817	3.19967329966643	0.00137583445518481	0.0441822059219898	ENSG00000119048	UBE2B	protein_coding	chr5	134371179	134391992	chr5:134371179	UBE2B	protein_coding	chr5	134371184	134392108	chr5:134371184	ENSG00000119048
UBE2C	34.813838884986	-0.37530107002057	0.3846090822718	-0.975798771583214	0.329164193632799	0.670509523399624	ENSG00000175063	UBE2C	protein_coding	chr20	45812576	45816957	chr20:45812576	UBE2C	protein_coding	chr20	45812576	45816957	chr20:45812576	ENSG00000175063
UBE2D1	226.239506529131	-0.39286696674714	0.197600604696469	-1.98818706729474	0.0467910047594252	0.281986470529873	ENSG00000072401	UBE2D1	protein_coding	chr10	58334975	58370753	chr10:58334975	UBE2D1	protein_coding	chr10	58334979	58370751	chr10:58334979	ENSG00000072401
UBE2D2	3883.53053971181	0.107391264189356	0.170358639292733	0.63038343482435	0.528443746184273	0.80742956619285	ENSG00000131508	UBE2D2	protein_coding	chr5	139526431	139628433	chr5:139526431	UBE2D2	protein_coding	chr5	139526431	139628434	chr5:139526431	ENSG00000131508
UBE2D3	10206.2124171548	0.317412061649934	0.113900791462546	2.78674149296239	0.00532409317762808	0.0922735860767116	ENSG00000109332	UBE2D3	protein_coding	chr4	102794383	102868896	chr4:102794383	UBE2D3	protein_coding	chr4	102794383	102868896	chr4:102794383	ENSG00000109332
UBE2D4	641.716639361585	0.0627759781173451	0.122737085251	0.511467076059096	0.609024036918207	0.849043823390573	ENSG00000078967	UBE2D4	protein_coding	chr7	43926438	43956136	chr7:43926438	UBE2D4	protein_coding	chr7	43926436	43956136	chr7:43926436	ENSG00000078967
UBE2E1	1078.6253999081	0.0412666418967396	0.130509737322043	0.316195885023591	0.751853830925802	0.913058885966679	ENSG00000170142	UBE2E1	protein_coding	chr3	23805903	23891316	chr3:23805903	UBE2E1	protein_coding	chr3	23805955	23891640	chr3:23805955	ENSG00000170142
UBE2E2	123.388433151204	-0.149209216170966	0.339730327089032	-0.439198988943553	0.660517357595727	0.87424593053855	ENSG00000182247	UBE2E2	protein_coding	chr3	23203020	23591793	chr3:23203020	UBE2E2	protein_coding	chr3	23203020	23591794	chr3:23203020	ENSG00000182247
UBE2E3	766.677495442255	-0.0109421855581553	0.158871391375246	-0.0688744868628386	0.945089526815937	0.981612500557039	ENSG00000170035	UBE2E3	protein_coding	chr2	180967248	181076585	chr2:180967248	UBE2E3	protein_coding	chr2	180967248	181076585	chr2:180967248	ENSG00000170035
UBE2F	1511.61130998195	0.208186816050852	0.188286672581879	1.10569066411389	0.268860432248571	0.616967970175485	ENSG00000184182	UBE2F	protein_coding	chr2	237966827	238042782	chr2:237966827	UBE2F	protein_coding	chr2	237966827	238042782	chr2:237966827	ENSG00000184182
UBE2F-SCLY	36.9552652863473	-0.0771020652507694	0.209899850026955	-0.367327872034534	0.713374466152534	0.896443573530302	ENSG00000258984	UBE2F-SCLY	protein_coding	chr2	237967014	238099412	chr2:237967014	UBE2F-SCLY	protein_coding	chr2	237967014	238099412	chr2:237967014	ENSG00000258984
UBE2G1	2405.9991230209	0.0933191334119483	0.0920930385453291	1.01331365416959	0.310910367638974	0.655865629671249	ENSG00000132388	UBE2G1	protein_coding	chr17	4269259	4366628	chr17:4269259	UBE2G1	protein_coding	chr17	4269259	4366675	chr17:4269259	ENSG00000132388
UBE2G2	5432.99804630481	0.117219437655685	0.142967668040845	0.819901725068326	0.412272133286261	0.733453896559331	ENSG00000184787	UBE2G2	protein_coding	chr21	44768580	44802019	chr21:44768580	UBE2G2	protein_coding	chr21	44768580	44801826	chr21:44768580	ENSG00000184787
UBE2H	2761.11327511611	0.233645153235816	0.101985581087789	2.29096261200586	0.0219655761520776	0.195290440132976	ENSG00000186591	UBE2H	protein_coding	chr7	129830732	129952949	chr7:129830732	UBE2H	protein_coding	chr7	129830732	129952960	chr7:129830732	ENSG00000186591
UBE2I	3457.05035254653	0.0467598735169714	0.162976020600452	0.286912598213493	0.774179243883561	0.921675490481622	ENSG00000103275	UBE2I	protein_coding	chr16	1308880	1327018	chr16:1308880	UBE2I	protein_coding	chr16	1308880	1327018	chr16:1308880	ENSG00000103275
UBE2J1	2239.0919677072	0.0881822105856587	0.102491194354136	0.860388164479419	0.389575107792125	0.718350589700381	ENSG00000198833	UBE2J1	protein_coding	chr6	89326625	89352848	chr6:89326625	UBE2J1	protein_coding	chr6	89326625	89352722	chr6:89326625	ENSG00000198833
UBE2J2	1198.84983811653	-0.179432170579511	0.206396206887952	-0.869357888330385	0.384651409091773	0.714438145152213	ENSG00000160087	UBE2J2	protein_coding	chr1	1253909	1273885	chr1:1253909	UBE2J2	protein_coding	chr1	1253909	1273864	chr1:1253909	ENSG00000160087
UBE2K	1811.98675764387	-0.0687451579360611	0.0835501086144978	-0.822801538813707	0.410620861466417	0.733097442961489	ENSG00000078140	UBE2K	protein_coding	chr4	39698044	39782792	chr4:39698044	UBE2K	protein_coding	chr4	39698109	39782792	chr4:39698109	ENSG00000078140
UBE2L3	2608.94343723459	-0.305413525678997	0.135733019829403	-2.25010484599001	0.024442290544635	0.207350850444544	ENSG00000185651	UBE2L3	protein_coding	chr22	21549447	21624034	chr22:21549447	UBE2L3	protein_coding	chr22	21549447	21624034	chr22:21549447	ENSG00000185651
UBE2L6	2101.62405167405	-0.325797083413359	0.254409218516941	-1.2806025084805	0.200333318474095	0.545006738103017	ENSG00000156587	UBE2L6	protein_coding	chr11	57551656	57568284	chr11:57551656	UBE2L6	protein_coding	chr11	57551656	57568284	chr11:57551656	ENSG00000156587
UBE2M	879.586992622349	-0.265584388990126	0.215543575615774	-1.23216100610465	0.217888946251213	0.564891207710798	ENSG00000130725	UBE2M	protein_coding	chr19	58555712	58558960	chr19:58555712	UBE2M	protein_coding	chr19	58555712	58558954	chr19:58555712	ENSG00000130725
UBE2N	2743.91903053283	0.173323807401035	0.110019649160948	1.57538956652624	0.115166551199048	0.426798997207561	ENSG00000177889	UBE2N	protein_coding	chr12	93405673	93442262	chr12:93405673	UBE2N	protein_coding	chr12	93405673	93441947	chr12:93405673	ENSG00000177889
UBE2O	2028.00953664459	0.0476788449117154	0.170231976146774	0.280081603885082	0.779414898076169	0.92369938641824	ENSG00000175931	UBE2O	protein_coding	chr17	76389451	76453206	chr17:76389451	UBE2O	protein_coding	chr17	76389456	76453152	chr17:76389456	ENSG00000175931
UBE2Q1	2887.29306917912	-0.0762314148585621	0.145148267966636	-0.525196861984499	0.599446346147652	0.845202854488026	ENSG00000160714	UBE2Q1	protein_coding	chr1	154548577	154559028	chr1:154548577	UBE2Q1	protein_coding	chr1	154548577	154559028	chr1:154548577	ENSG00000160714
UBE2Q1-AS1	19.7847237047515	0.318946979478665	0.276442396852057	1.15375565799827	0.248600358138398	0.597683214372053	ENSG00000229780	UBE2Q1-AS1	antisense	chr1	154553609	154555017	chr1:154553609	UBE2Q1-AS1	lncRNA	chr1	154553609	154555017	chr1:154553609	ENSG00000229780
UBE2Q2	1389.79857631307	0.104974649905619	0.121670819661589	0.862775891521008	0.388260696767258	0.71734572159891	ENSG00000140367	UBE2Q2	protein_coding	chr15	75843285	75901078	chr15:75843285	UBE2Q2	protein_coding	chr15	75843307	75901078	chr15:75843307	ENSG00000140367
UBE2R2	2756.52413716184	-0.0703707774507254	0.129009718765958	-0.545468807496497	0.585431128063092	0.838274789381985	ENSG00000107341	UBE2R2	protein_coding	chr9	33817567	33920404	chr9:33817567	UBE2R2	protein_coding	chr9	33817160	33920399	chr9:33817160	ENSG00000107341
UBE2R2-AS1	46.3164904297086	0.0681382602677418	0.2304776574206	0.295639330208029	0.767505534348325	0.919631802000706	ENSG00000235481	UBE2R2-AS1	antisense	chr9	33785950	33818795	chr9:33785950	UBE2R2-AS1	lncRNA	chr9	33775183	33818795	chr9:33775183	ENSG00000235481
UBE2S	668.729230773577	-0.129306883781708	0.355956092108747	-0.363266387760555	0.716405899460862	0.89758788677763	ENSG00000108106	UBE2S	protein_coding	chr19	55399745	55407777	chr19:55399745	UBE2S	protein_coding	chr19	55399745	55407788	chr19:55399745	ENSG00000108106
UBE2T	32.7221268760819	-1.15205439120939	0.281798652136285	-4.08821824545927	4.34699097783004e-05	0.00626491699717891	ENSG00000077152	UBE2T	protein_coding	chr1	202331657	202341980	chr1:202331657	UBE2T	protein_coding	chr1	202331544	202341984	chr1:202331544	ENSG00000077152
UBE2V1	4607.01380349269	-0.110192453678342	0.13061205612518	-0.843662192812678	0.398858199980606	0.725026607361773	ENSG00000244687	UBE2V1	protein_coding	chr20	50081124	50115959	chr20:50081124	UBE2V1	protein_coding	chr20	50081124	50115959	chr20:50081124	ENSG00000244687
UBE2V2	633.568376070984	-0.228967692953496	0.170438042869961	-1.34340719418019	0.17914015865469	0.518259149839542	ENSG00000169139	UBE2V2	protein_coding	chr8	48008400	48064708	chr8:48008400	UBE2V2	protein_coding	chr8	48008415	48064708	chr8:48008415	ENSG00000169139
UBE2W	761.999692018407	0.270656438881679	0.175415872175749	1.54294155668256	0.122844956685485	0.438140575670831	ENSG00000104343	UBE2W	protein_coding	chr8	73780097	73878910	chr8:73780097	UBE2W	protein_coding	chr8	73780097	73878910	chr8:73780097	ENSG00000104343
